benchmark	condition	seed	attention_alpha	top_k_gaze	is_baseline	source	accuracy	bias_aligned_fraction	bias_aligned_error_rate	error_rate	mean_image_attention_mass	mean_boosted_layer_image_attention_mass	mean_boosted_head_image_attention_mass	n	Acc	Q_Acc	I_Acc	G_Acc	n_model_calls	n_groups
naturalbench	gaze_top1_alpha10	4	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed4.summary.json					0.07056442286150842	0.11784061630931683	1.0		0.5625	0.22	0.255	0.02	400.0	100.0
naturalbench	gaze_top1_alpha10	5	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed5.summary.json					0.07027830800100034	0.11752044450520494	1.0		0.5175	0.19	0.275	0.01	400.0	100.0
naturalbench	gaze_top1_alpha10	6	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed6.summary.json					0.07039139875155896	0.11709798707513873	1.0		0.52	0.22	0.245	0.08	400.0	100.0
naturalbench	gaze_top1_alpha10	7	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed7.summary.json					0.06997530859042991	0.1183870729646749	1.0		0.58	0.32	0.315	0.01	400.0	100.0
naturalbench	gaze_top1_alpha10	8	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed8.summary.json					0.07013822105818107	0.11842312284279614	1.0		0.3875	0.115	0.07	0.01	400.0	100.0
naturalbench	gaze_top1_alpha10	9	10.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha10_seed9.summary.json					0.07057620386293757	0.11618333087506412	1.0		0.5675	0.31	0.17	0.02	400.0	100.0
naturalbench	gaze_top1_alpha1	0	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed0.summary.json					0.0703715630578227	0.10847171568855023	0.8856008978949653		0.5575	0.29	0.13	0.02	400.0	100.0
naturalbench	gaze_top1_alpha1	1	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed1.summary.json					0.07030062426049408	0.11227001366116816	0.913917759486607		0.52	0.15	0.11	0.0	400.0	100.0
naturalbench	gaze_top1_alpha1	2	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed2.summary.json					0.07025339530344876	0.11156868172195424	0.8966476183321886		0.655	0.375	0.37	0.08	400.0	100.0
naturalbench	gaze_top1_alpha1	3	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed3.summary.json					0.07011377102364716	0.1108197380762015	0.8899108072916667		0.4525	0.11	0.205	0.0	400.0	100.0
naturalbench	gaze_top1_alpha1	4	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed4.summary.json					0.07045133813827932	0.11150066677263627	0.8976385091145833		0.555	0.21	0.26	0.01	400.0	100.0
naturalbench	gaze_top1_alpha1	5	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed5.summary.json					0.07021482201880161	0.11049514954934074	0.8836303071521577		0.525	0.195	0.285	0.01	400.0	100.0
naturalbench	gaze_top1_alpha1	6	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed6.summary.json					0.07014578945176277	0.10924880315258045	0.8757718789457072		0.51	0.21	0.24	0.09	400.0	100.0
naturalbench	gaze_top1_alpha1	7	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed7.summary.json					0.06986232671176423	0.1108527138493955	0.8794092339409723		0.585	0.33	0.325	0.02	400.0	100.0
naturalbench	gaze_top1_alpha1	8	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed8.summary.json					0.070060128030927	0.11202011554760652	0.8990399848090277		0.3925	0.115	0.07	0.0	400.0	100.0
naturalbench	gaze_top1_alpha1	9	1.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha1_seed9.summary.json					0.07031377905028799	0.1090213749121082	0.883046035304214		0.565	0.32	0.185	0.02	400.0	100.0
naturalbench	gaze_top1_alpha2	0	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed0.summary.json					0.07049715473774566	0.1123616230549206	0.948821090544113		0.5575	0.29	0.13	0.02	400.0	100.0
naturalbench	gaze_top1_alpha2	1	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed1.summary.json					0.07048485231485438	0.11519707259677706	0.9641954985119048		0.5175	0.14	0.1	0.0	400.0	100.0
naturalbench	gaze_top1_alpha2	2	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed2.summary.json					0.07040934954255558	0.11509844581342556	0.9544243909167005		0.655	0.375	0.365	0.08	400.0	100.0
naturalbench	gaze_top1_alpha2	3	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed3.summary.json					0.07027925111980231	0.11469423849153376	0.9515565011160715		0.4375	0.1	0.185	0.0	400.0	100.0
naturalbench	gaze_top1_alpha2	4	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed4.summary.json					0.07043388841370996	0.1150305370792342	0.9550267938170771		0.56	0.215	0.265	0.01	400.0	100.0
naturalbench	gaze_top1_alpha2	5	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed5.summary.json					0.07038298724026841	0.11444049378296006	0.9479403889973959		0.5225	0.205	0.28	0.01	400.0	100.0
naturalbench	gaze_top1_alpha2	6	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed6.summary.json					0.070367135978443	0.11361186983600033	0.9431899562026516		0.51	0.22	0.24	0.09	400.0	100.0
naturalbench	gaze_top1_alpha2	7	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed7.summary.json					0.07001960623882797	0.1148440758336025	0.9456378173828125		0.58	0.32	0.31	0.0	400.0	100.0
naturalbench	gaze_top1_alpha2	8	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed8.summary.json					0.07016047086364541	0.11553191303927451	0.956116427951389		0.3925	0.12	0.075	0.01	400.0	100.0
naturalbench	gaze_top1_alpha2	9	2.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha2_seed9.summary.json					0.07055827845872205	0.11295579602959156	0.9481142787740688		0.565	0.31	0.17	0.02	400.0	100.0
naturalbench	gaze_top1_alpha5	0	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed0.summary.json					0.07047821075360416	0.11532490104267072	0.9973514034386837		0.555	0.285	0.125	0.02	400.0	100.0
naturalbench	gaze_top1_alpha5	1	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed1.summary.json					0.07045037406798867	0.117400865285613	0.9984540085565476		0.525	0.15	0.11	0.0	400.0	100.0
naturalbench	gaze_top1_alpha5	2	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed2.summary.json					0.07034966762272166	0.11786163415630786	0.9977808145630411		0.6575	0.385	0.365	0.08	400.0	100.0
naturalbench	gaze_top1_alpha5	3	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed3.summary.json					0.07021913104036745	0.11760312650104364	0.9975400390625001		0.45	0.11	0.195	0.0	400.0	100.0
naturalbench	gaze_top1_alpha5	4	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed4.summary.json					0.07039614446831752	0.11771847718639883	0.9978797064887153		0.5575	0.215	0.26	0.01	400.0	100.0
naturalbench	gaze_top1_alpha5	5	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed5.summary.json					0.07036661440616356	0.11733851018984848	0.997309797014509		0.515	0.185	0.265	0.01	400.0	100.0
naturalbench	gaze_top1_alpha5	6	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed6.summary.json					0.07033832981602955	0.1169758325998643	0.9968866595643939		0.5125	0.215	0.23	0.08	400.0	100.0
naturalbench	gaze_top1_alpha5	7	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed7.summary.json					0.0699857970013917	0.11802765652894352	0.9971538899739584		0.5775	0.325	0.315	0.02	400.0	100.0
naturalbench	gaze_top1_alpha5	8	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed8.summary.json					0.07012840745790307	0.11821813971621709	0.9978458658854167		0.3825	0.11	0.065	0.0	400.0	100.0
naturalbench	gaze_top1_alpha5	9	5.0	1	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top1_alpha5_seed9.summary.json					0.07049146626718987	0.11587582490281813	0.9973282618667141		0.5575	0.3	0.16	0.02	400.0	100.0
naturalbench	gaze_top20_alpha0p25	0	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed0.summary.json					0.07151284066537109	0.10994230593979432	0.3142465909431533		0.5475	0.28	0.12	0.01	400.0	100.0
naturalbench	gaze_top20_alpha0p25	1	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed1.summary.json					0.07145480611388563	0.11034751505420357	0.3186731240285784		0.53	0.17	0.13	0.0	400.0	100.0
naturalbench	gaze_top20_alpha0p25	2	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed2.summary.json					0.07123448018691975	0.10970891185251752	0.3137425245251014		0.655	0.385	0.375	0.09	400.0	100.0
naturalbench	gaze_top20_alpha0p25	3	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed3.summary.json					0.07124921167725524	0.10966267096478476	0.3136179784751601		0.46	0.13	0.21	0.0	400.0	100.0
naturalbench	gaze_top20_alpha0p25	4	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed4.summary.json					0.07155889562471779	0.11028210498858333	0.31545178643877353		0.555	0.215	0.26	0.01	400.0	100.0
naturalbench	gaze_top20_alpha0p25	5	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed5.summary.json					0.07132827802820284	0.10954384676923605	0.3117460025173462		0.5475	0.22	0.295	0.01	400.0	100.0
naturalbench	gaze_top20_alpha0p25	6	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed6.summary.json					0.07132543489398505	0.10942233949999586	0.31095998558419063		0.5125	0.22	0.24	0.1	400.0	100.0
naturalbench	gaze_top20_alpha0p25	7	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed7.summary.json					0.07099752397473001	0.10935499883735161	0.31057619721835683		0.5825	0.33	0.315	0.02	400.0	100.0
naturalbench	gaze_top20_alpha0p25	8	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed8.summary.json					0.0712263457393633	0.11000091797322535	0.315224281839555		0.395	0.115	0.07	0.0	400.0	100.0
naturalbench	gaze_top20_alpha0p25	9	0.25	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p25_seed9.summary.json					0.0715431997419844	0.1097132580033381	0.3120088351905059		0.575	0.325	0.195	0.02	400.0	100.0
naturalbench	gaze_top20_alpha0p5	0	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed0.summary.json					0.07265331824851701	0.11515807279921476	0.3517696921830844		0.5425	0.27	0.115	0.01	400.0	100.0
naturalbench	gaze_top20_alpha0p5	1	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed1.summary.json					0.07263733961975716	0.11560591426332657	0.35626174312029063		0.53	0.16	0.125	0.0	400.0	100.0
naturalbench	gaze_top20_alpha0p5	2	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed2.summary.json					0.07249717060369158	0.11494023635369965	0.35122544392698074		0.665	0.39	0.39	0.09	400.0	100.0
naturalbench	gaze_top20_alpha0p5	3	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed3.summary.json					0.0724031615866699	0.11495618183438779	0.351244118944387		0.4525	0.12	0.195	0.0	400.0	100.0
naturalbench	gaze_top20_alpha0p5	4	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed4.summary.json					0.07270768253553747	0.11540212911228039	0.3523982987236577		0.5625	0.21	0.27	0.0	400.0	100.0
naturalbench	gaze_top20_alpha0p5	5	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed5.summary.json					0.07250546949606494	0.1147804468287552	0.3490862974623703		0.535	0.2	0.295	0.01	400.0	100.0
naturalbench	gaze_top20_alpha0p5	6	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed6.summary.json					0.07241180503180698	0.11454922977904868	0.34794829146259526		0.5	0.215	0.235	0.09	400.0	100.0
naturalbench	gaze_top20_alpha0p5	7	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed7.summary.json					0.07220719768665174	0.1145767449702576	0.3482301038166991		0.575	0.32	0.315	0.03	400.0	100.0
naturalbench	gaze_top20_alpha0p5	8	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed8.summary.json					0.07238125499162928	0.11525015513542723	0.35274022535213995		0.3875	0.11	0.065	0.0	400.0	100.0
naturalbench	gaze_top20_alpha0p5	9	0.5	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha0p5_seed9.summary.json					0.07261677270930102	0.11485425839619941	0.34954353856434506		0.5725	0.32	0.19	0.02	400.0	100.0
naturalbench	gaze_top20_alpha10	0	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed0.summary.json					0.09344738776377154	0.20230357861476894	0.9997180591808794		0.57	0.315	0.205	0.04	400.0	100.0
naturalbench	gaze_top20_alpha10	1	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed1.summary.json					0.09341242937453108	0.20268296360425697	0.9997196489789605		0.52	0.2	0.09	0.0	400.0	100.0
naturalbench	gaze_top20_alpha10	2	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed2.summary.json					0.09333320439353456	0.202514647424614	0.9997037356153683		0.6775	0.405	0.415	0.06	400.0	100.0
naturalbench	gaze_top20_alpha10	3	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed3.summary.json					0.09325917380011668	0.2024471537780162	0.9997020184513267		0.4425	0.12	0.2	0.0	400.0	100.0
naturalbench	gaze_top20_alpha10	4	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed4.summary.json					0.09363931873226711	0.20280798989945076	0.9996936822408449		0.5625	0.215	0.265	0.01	400.0	100.0
naturalbench	gaze_top20_alpha10	5	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed5.summary.json					0.09367161501094229	0.2025868932296554	0.9997125322341467		0.5325	0.18	0.32	0.0	400.0	100.0
naturalbench	gaze_top20_alpha10	6	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed6.summary.json					0.09355938653587513	0.20231868342624698	0.9997106143954149		0.49	0.23	0.245	0.09	400.0	100.0
naturalbench	gaze_top20_alpha10	7	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed7.summary.json					0.09317329061620898	0.20223439146869698	0.99971358413698		0.575	0.325	0.305	0.02	400.0	100.0
naturalbench	gaze_top20_alpha10	8	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed8.summary.json					0.09340873275864901	0.2025131076122548	0.9997173741038567		0.3975	0.105	0.075	0.0	400.0	100.0
naturalbench	gaze_top20_alpha10	9	10.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha10_seed9.summary.json					0.09356593505074505	0.20229643250162685	0.9997008851009822		0.595	0.385	0.235	0.03	400.0	100.0
naturalbench	gaze_top20_alpha1	0	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed0.summary.json					0.07559613876033806	0.12701703722138186	0.43338935249119553		0.5575	0.29	0.135	0.02	400.0	100.0
naturalbench	gaze_top20_alpha1	1	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed1.summary.json					0.07551661855714734	0.12734247067213988	0.4368807318236702		0.53	0.165	0.125	0.0	400.0	100.0
naturalbench	gaze_top20_alpha1	2	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed2.summary.json					0.0754380918220474	0.1268619976039408	0.43282560367082495		0.655	0.38	0.37	0.07	400.0	100.0
naturalbench	gaze_top20_alpha1	3	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed3.summary.json					0.07530163778254571	0.12672739044761053	0.4324793980593335		0.4525	0.12	0.21	0.0	400.0	100.0
naturalbench	gaze_top20_alpha1	4	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed4.summary.json					0.07584560665623612	0.12728974038165136	0.4334021576985567		0.565	0.225	0.255	0.0	400.0	100.0
naturalbench	gaze_top20_alpha1	5	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed5.summary.json					0.07549718875339906	0.1267597380014991	0.43090374099916073		0.5275	0.195	0.3	0.01	400.0	100.0
naturalbench	gaze_top20_alpha1	6	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed6.summary.json					0.07533187722807899	0.12645533120011948	0.42964984865556266		0.505	0.215	0.23	0.08	400.0	100.0
naturalbench	gaze_top20_alpha1	7	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed7.summary.json					0.07502480879225967	0.12632481759894612	0.4294086263552308		0.5775	0.32	0.33	0.03	400.0	100.0
naturalbench	gaze_top20_alpha1	8	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed8.summary.json					0.07526418501711817	0.1270136930680572	0.43386089529430516		0.39	0.105	0.065	0.0	400.0	100.0
naturalbench	gaze_top20_alpha1	9	1.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha1_seed9.summary.json					0.07552604343810133	0.12660438764492743	0.430363938429948		0.58	0.35	0.195	0.02	400.0	100.0
naturalbench	gaze_top20_alpha2	0	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed0.summary.json					0.08130679844261791	0.15151629534878347	0.6038309230749254		0.5525	0.285	0.14	0.03	400.0	100.0
naturalbench	gaze_top20_alpha2	1	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed1.summary.json					0.08130300974286017	0.15191540670878872	0.6062421645233423		0.5175	0.155	0.11	0.0	400.0	100.0
naturalbench	gaze_top20_alpha2	2	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed2.summary.json					0.08120532123223506	0.15138136702211832	0.6024653674398798		0.6475	0.38	0.355	0.05	400.0	100.0
naturalbench	gaze_top20_alpha2	3	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed3.summary.json					0.08115732494198684	0.15145543344937779	0.6035396154395566		0.44	0.125	0.19	0.0	400.0	100.0
naturalbench	gaze_top20_alpha2	4	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed4.summary.json					0.08138714191143036	0.15170148207655265	0.6026394849442294		0.5675	0.245	0.275	0.0	400.0	100.0
naturalbench	gaze_top20_alpha2	5	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed5.summary.json					0.08133829058567386	0.15141347693215035	0.6023455136869862		0.5275	0.19	0.31	0.0	400.0	100.0
naturalbench	gaze_top20_alpha2	6	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed6.summary.json					0.08117831417343917	0.15111361191372308	0.6013291088168015		0.5025	0.225	0.24	0.07	400.0	100.0
naturalbench	gaze_top20_alpha2	7	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed7.summary.json					0.08082798988712264	0.1509886622911564	0.6006308511769435		0.5725	0.32	0.31	0.02	400.0	100.0
naturalbench	gaze_top20_alpha2	8	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed8.summary.json					0.08127015970475862	0.1517824050711523	0.6045630281326448		0.395	0.105	0.075	0.01	400.0	100.0
